"NPI","Provider Secondary Practice Location Address- Address Line 1","Provider Secondary Practice Location Address-  Address Line 2","Provider Secondary Practice Location Address - City Name","Provider Secondary Practice Location Address - State Name","Provider Secondary Practice Location Address - Postal Code","Provider Secondary Practice Location Address - Country Code (If outside U.S.)","Provider Secondary Practice Location Address - Telephone Number","Provider Secondary Practice Location Address - Telephone Extension","Provider Practice Location Address - Fax Number"
"1205061678","5145 S College Rd","","Wilmington","NC","284122207","US","9107545453","",""
"1205061678","800 Jefferson St","Suite 112","Whiteville","NC","284723710","US","9106428164","",""
"1205061678","584 Hospital Dr NE","Suite E","Bolivia","NC","284220019","US","9107545453","",""
"1205061678","1960 S 16th St","","Wilmington","NC","284016676","US","9107545453","",""
"1558596940","2202 Carolina Pl","Suite 200","Kings Mountain","NC","280868807","US","9804872950","",""
"1508185604","181 Daniel Rd","","Forest City","NC","280437151","US","9804871850","",""
"1295961662","1781 Tate Blvd SE","","Hickory","NC","286024251","US","7043818840","",""
"1295961662","2550 Court Dr","","Gastonia","NC","280542152","US","7043818840","",""
"1295961662","100 Medical Park Dr","Suite 310","Concord","NC","280252948","US","7044032660","",""
"1295961662","14214 Ballantyne Lake Rd","","Charlotte","NC","282773372","US","7043818840","",""
"1790986339","1781 Tate Blvd SE","Suite 203","Hickory","NC","286024251","US","7043730212","",""
"1790986339","129 Woodson St","Pediatric Cardiology","Salisbury","NC","281443255","US","7043730212","",""
"1790986339","1001 Blythe Blvd","Suite 300 - Pediatric Cardiovascular Surgery","Charlotte","NC","282035866","US","7043730212","",""
"1790986339","853 S Laurel St","Pediatric Cardiology","Lincolnton","NC","280923642","US","7043730212","",""
"1497247852","1333 S Dickinson Dr","Suite 230","Leland","NC","284516430","US","9107631219","",""
"1497247852","7420 Market St","","Wilmington","NC","284119453","US","9107631219","",""
"1235365313","1781 Tate Blvd SE","","Hickory","NC","286024251","US","7043818840","",""
"1235365313","100 Medical Park Dr","Suite 310","Concord","NC","280252948","US","7044032660","",""
"1235365313","2550 Court Dr","","Gastonia","NC","280542152","US","7043818840","",""
"1235365313","14214 Ballantyne Lake Rd","","Charlotte","NC","282773372","US","7043818840","",""
"1952621427","101 E Wt Harris Blvd","Bldg 5000, Suite #5101","Charlotte","NC","282623485","US","7048635847","",""
"1952621427","1001 Blythe Blvd","","Charlotte","NC","282035866","US","7043555100","",""
"1952621427","10650 Park Rd","Suite 300","Charlotte","NC","282108538","US","7046673960","",""
"1558655936","441 McAlister Rd","Suite 1200","Lincolnton","NC","280924126","US","9802126200","",""
"1558655936","1350 S Kings Dr","","Charlotte","NC","282072134","US","7044461255","",""
"1558655936","1021 Morehead Medical Dr","Suite 6100","Charlotte","NC","282042990","US","9804422000","",""
"1548608292","1585 Forney Creek Pkwy","Suite 2100","Denver","NC","280379514","US","7048013097","",""
"1548608292","9908 Couloak Dr","Suite 103","Charlotte","NC","282168678","US","7048012025","",""
"1710180195","1000 Blythe Blvd","CMC Annex 1st Floor","Charlotte","NC","282035812","US","7043550720","",""
"1710180195","10628 Park Rd","","Charlotte","NC","282108407","US","7046677070","",""
"1710180195","2001 Vail Ave","","Charlotte","NC","282071248","US","7043046070","",""
"1710180195","8800 N Tryon St","","Charlotte","NC","282623300","US","7048636241","",""
"1770525438","1001 Blythe Blvd","Suite 300 - Adult Cardiology","Charlotte","NC","282035866","US","7043730212","",""
"1770525438","101 E W T Harris Blvd","Suite 1213","Charlotte","NC","282623485","US","7048631950","",""
"1770525438","134 Medical Park Rd","Suite 111 - Adult Cardiology","Mooresville","NC","281178526","US","7048019100","",""
"1770525438","447 McAlister Rd","Lincoln Medical Plaza II","Lincolnton","NC","280924114","US","9802126300","",""
"1811281686","16740 Davidson Concord Rd","Suite 200","Davidson","NC","280368746","US","7048019200","",""
"1811281686","706 W King St","","Kings Mountain","NC","280862708","US","9804875470","",""
"1811281686","16740 Davidson Concord Rd","","Davidson","NC","280368746","US","7044442400","",""
"1811281686","2301 US Highway 74 W","Room 1051","Wadesboro","NC","281707554","US","7046944520","",""
"1497750178","1960 S 16th St","","Wilmington","NC","284016676","US","9103439991","",""
"1497750178","7420 Market St","","Wilmington","NC","284119453","US","9106862525","",""
"1497750178","510 Carolina Bay Dr","Suite 110","Wilmington","NC","284032041","US","9106626000","",""
"1497750178","5145 S College Rd","","Wilmington","NC","284122207","US","9107921144","",""
"1750541132","10628 Park Rd","","Charlotte","NC","282108407","US","7046677070","",""
"1750541132","8800 N Tryon St","","Charlotte","NC","282623300","US","7048636241","",""
"1750541132","1000 Blythe Blvd","CMC Annex 1st Floor","Charlotte","NC","282035812","US","7043550720","",""
"1750541132","2001 Vail Ave","","Charlotte","NC","282071248","US","7043046070","",""
"1225232747","200 Medical Park Dr","Suite 320","Concord","NC","280252982","US","7044466810","",""
"1225232747","1350 S Kings Dr","","Charlotte","NC","282072134","US","7044461255","",""
"1316328818","6235 Blakeney Park Dr","Suite 100","Charlotte","NC","282775658","US","7045125060","",""
"1316328818","332 N Trade St","Suite 1500","Matthews","NC","281051728","US","7045126820","",""
"1316328818","4501 Cameron Valley Pkwy","Suite 100","Charlotte","NC","282114297","US","7043677400","",""
"1780811091","1350 S Kings Dr","","Charlotte","NC","282072134","US","7044464490","",""
"1780811091","1090 NE Gateway Ct NE","Suite 201","Concord","NC","280252414","US","7044037770","",""
"1700446531","1781 Tate Blvd SE","","Hickory","NC","286024251","US","7043818840","",""
"1700446531","14214 Ballantyne Lake Rd","","Charlotte","NC","282773372","US","7043818840","",""
"1700446531","920 Church St N","","Concord","NC","280252927","US","7044033664","",""
"1700446531","2550 Court Dr","","Gastonia","NC","280542152","US","7043818840","",""
"1790713501","14508 James B White Hwy S","","Tabor City","NC","284638358","US","9106537000","",""
"1194720912","3009 Medical Plaza Ln","","Southport","NC","284615194","US","9103628765","",""
"1194720912","2131 S 17th St","","Wilmington","NC","284017407","US","9108155830","",""
"1194720912","7420 Market St","","Wilmington","NC","284119453","US","9103628765","",""
"1194720912","5145 S College Rd","","Wilmington","NC","284122207","US","9103628765","",""
"1568758027","501 Billingsley Rd","","Charlotte","NC","282111009","US","7043582700","",""
"1568758027","706 W King St","","Kings Mountain","NC","280862708","US","9804875470","",""
"1447286729","800 Jefferson St","Suite 112","Whiteville","NC","284723710","US","9106428164","",""
"1447286729","1415 Physicians Dr","","Wilmington","NC","284017338","US","9106629500","",""
"1447286729","2000 Brabham Ave","","Jacksonville","NC","285460201","US","9106629500","",""
"1467612218","923 N 2nd St","Suite 105","Albemarle","NC","280013317","US","7044031877","",""
"1467612218","501 Billingsley Rd","Suite B","Charlotte","NC","282111009","US","7044442400","",""
"1467612218","16740 Davidson Concord Rd","Suite 200","Davidson","NC","280368746","US","7048019200","",""
"1467612218","501 Billingsley Rd","Suite A","Charlotte","NC","282111009","US","7044442400","",""
"1508801374","332 N Trade St","Suite 2000","Matthews","NC","281051728","US","7043028500","",""
"1508801374","200 S College St","Suite 500","Charlotte","NC","282022012","US","7043028800","",""
"1508801374","10650 Park Rd","Suite 420","Charlotte","NC","282108538","US","7043028700","",""
"1508801374","15110 John J Delaney Dr","Suite 200","Charlotte","NC","282773544","US","7043028100","",""
"1992732507","9908 Couloak Dr","Suite 201","Charlotte","NC","282168678","US","7048012075","",""
"1992732507","7810 Providence Rd","Suite 101","Charlotte","NC","282262954","US","7044461700","",""
"1992732507","16455 Statesville Rd","Suite 480","Huntersville","NC","280787135","US","7048963370","",""
"1992732507","4525 Cameron Valley Pkwy","Suite 2500","Charlotte","NC","282114369","US","7044461700","",""
"1508270570","335A W College Ave","","Shelby","NC","281528111","US","9804872870","",""
"1508270570","821 E King St","","Kings Mountain","NC","280863186","US","9804872850","",""
"1508270570","446 Nc 108 Hwy","","Rutherfordton","NC","281397871","US","8282877383","",""
"1972824472","10648 Park Rd","","Charlotte","NC","282108407","US","7046677070","",""
"1972824472","487 Lake Concord Rd NE","","Concord","NC","280252934","US","7044030100","",""
"1972824472","275 Beatty Dr","","Belmont","NC","280122715","US","7043559330","",""
"1972824472","1100 Blythe Blvd","","Charlotte","NC","282035814","US","7043559330","",""
"1528098134","5717 Albemarle Rd","","Charlotte","NC","282121634","US","7045632150","",""
"1528098134","7810 Providence Rd","Suite 102","Charlotte","NC","282262954","US","7045436636","",""
"1528098134","5727 Prosperity Crossing Dr","Suite 1100","Charlotte","NC","282692206","US","7048639930","",""
"1528098134","10210 Couloak Dr","Suite E","Charlotte","NC","282167679","US","7048012000","",""
"1700081890","1025 Morehead Medical Dr","Suite 300","Charlotte","NC","282042963","US","7043551813","",""
"1255853701","6030 W Highway 74","Suite D","Indian Trail","NC","280793468","US","7042462800","",""
"1205286382","2001 Vail Ave","","Charlotte","NC","282071248","US","7043046070","",""
"1205286382","10628 Park Rd","","Charlotte","NC","282108407","US","7046677070","",""
"1205286382","8800 N Tryon St","","Charlotte","NC","282623300","US","7048636241","",""
"1205286382","920 Church St N","Suite 255","Concord","NC","280252927","US","7044031331","",""
"1740212901","1781 Tate Blvd SE","Suite 203","Hickory","NC","286024251","US","7045123636","",""
"1720010895","929 N 2nd St","Ste 205","Albemarle","NC","280013363","US","9803235625","",""
"1720010895","1021 Morehead Medical Dr","Suite A","Charlotte","NC","282042990","US","9804422000","",""
"1720010895","1350 S Kings Dr","","Charlotte","NC","282072134","US","7044464490","",""
"1720010895","1350 S Kings Dr","","Charlotte","NC","282072134","US","7044461242","",""
"1174552020","5717 Albemarle Rd","","Charlotte","NC","282121634","US","7045632150","",""
"1174552020","704 Gold Hill Rd","Suite 1200","Fort Mill","SC","297158906","US","7046673380","",""
"1174552020","7810 Providence Rd","Suite 102","Charlotte","NC","282262954","US","7045436636","",""
"1174552020","5727 Prosperity Crossing Dr","Suite 1100","Charlotte","NC","282692206","US","7048639930","",""
"1003137423","1350 S Kings Dr","","Charlotte","NC","282072134","US","7044461422","",""
"1003137423","1781 Tate Blvd SE","","Hickory","NC","286024251","US","7043818840","",""
"1003137423","2550 Court Dr","","Gastonia","NC","280542152","US","7043818840","",""
"1003137423","14214 Ballantyne Lake Rd","","Charlotte","NC","282773372","US","7043818840","",""
"1518997931","1000 Blythe Blvd","CMC Annex 1st Floor","Charlotte","NC","282035812","US","7043550720","",""
"1518997931","2001 Vail Ave","","Charlotte","NC","282071248","US","7043046070","",""
"1518997931","10648 Park Rd","","Charlotte","NC","282108407","US","7046677070","",""
"1518997931","8800 N Tryon St","","Charlotte","NC","282623300","US","7048636241","",""
"1457381600","2544 Court Dr","Suite C","Gastonia","NC","280543450","US","7048675356","",""
"1457381600","6235 Blakeney Park Dr","Suite 100","Charlotte","NC","282775658","US","7045125060","",""
"1457381600","4501 Cameron Valley Pkwy","Suite 100","Charlotte","NC","282114297","US","7043677400","",""
"1457381600","1350 S Kings Dr","","Charlotte","NC","282072134","US","7044461422","",""
"1285955435","2550 Court Dr","","Gastonia","NC","280542152","US","7043818840","",""
"1285955435","14214 Ballantyne Lake Rd","","Charlotte","NC","282773372","US","7043818840","",""
"1285955435","1001 Blythe Blvd","Medical Center Plaza, Suite 200","Charlotte","NC","282035866","US","7043818840","",""
"1285955435","1350 S Kings Dr","","Charlotte","NC","282072134","US","7044461422","",""
"1174962138","5641 Poplar Tent Rd","Suite 101","Concord","NC","280277533","US","7047821955","",""
"1174962138","5651 Poplar Tent Rd","Suite 102","Concord","NC","280277530","US","7047824878","",""
"1174962138","270 Copperfield Blvd NE","Suite 102","Concord","NC","280252441","US","7047866521","",""
"1174962138","123 Professional Park Dr","","Locust","NC","280977712","US","7044036760","",""
"1760416150","6030 W Highway 74","Suite D","Indian Trail","NC","280793468","US","7042462800","",""
"1326072729","181 Daniel Rd","Suite A","Forest City","NC","280437151","US","8282879504","",""
"1457790487","1000 Blythe Blvd","CMC Annex 1st Floor","Charlotte","NC","282035812","US","7043550720","",""
"1457790487","2001 Vail Ave","","Charlotte","NC","282071248","US","7043046070","",""
"1457790487","8800 N Tryon St","","Charlotte","NC","282623300","US","7048636241","",""
"1457790487","920 Church St N","Suite 255","Concord","NC","280252927","US","7044031331","",""
"1437710852","102 Houston Rd","","Colquitt","GA","398377233","US","2292543375","",""
"1518221472","5727 Prosperity Crossing Dr","Suite 1500","Charlotte","NC","282692206","US","7047172000","",""
"1184988990","1000 Blythe Blvd","CMC Annex 1st Floor","Charlotte","NC","282035812","US","7043550720","",""
"1184988990","10628 Park Rd","","Charlotte","NC","282108407","US","7046677070","",""
"1184988990","920 Church St N","Suite 255","Concord","NC","280252927","US","7044031331","",""
"1184988990","8800 N Tryon St","","Charlotte","NC","282623300","US","7048636241","",""
"1811928500","1025 Morehead Medical Dr","Suite 300","Charlotte","NC","282042963","US","7043551813","",""
"1558396259","1025 Morehead Medical Dr","Suite 300","Charlotte","NC","282042963","US","7043551813","",""
"1538366257","1415 Physicians Dr","","Wilmington","NC","284017338","US","9106629500","",""
"1538366257","2000 Brabham Ave","","Jacksonville","NC","285460201","US","9106629500","",""
"1538366257","3009 Medical Plaza Ln","","Southport","NC","284615194","US","9106629500","",""
"1538366257","800 Jefferson St","Suite 112","Whiteville","NC","284723710","US","9106428164","",""
"1205123056","501 Billingsley Rd","","Charlotte","NC","282111009","US","7043582700","",""
"1205123056","501 Billingsley Rd","Suite A","Charlotte","NC","282111009","US","7044442400","",""
"1205123056","501 Billingsley Rd","Cottage B","Charlotte","NC","282111009","US","7044445881","",""
"1205123056","16740 Davidson Concord Rd","Suite 200","Davidson","NC","280368746","US","7048019200","",""
"1265457451","6030 W Highway 74","Suite B","Indian Trail","NC","280793468","US","7044467800","",""
"1265457451","1025 Morehead Medical Dr","Suite 450","Charlotte","NC","282042963","US","7044467800","",""
"1265457451","200 S College St","Suite 500","Charlotte","NC","282022012","US","7044467800","",""
"1265457451","1350 S Kings Dr","","Charlotte","NC","282072134","US","7044461544","",""
"1184649261","1350 S Kings Dr","","Charlotte","NC","282072134","US","7044461255","",""
"1184649261","1350 S Kings Dr","","Charlotte","NC","282072134","US","7044461544","",""
"1184649261","2001 Vail Ave","Suite 360","Charlotte","NC","282071248","US","7043041160","",""
"1720460561","1000 Blythe Blvd","CMC Annex 1st Floor","Charlotte","NC","282035812","US","7043550720","",""
"1720460561","2001 Vail Ave","","Charlotte","NC","282071248","US","7043046070","",""
"1720460561","8800 N Tryon St","","Charlotte","NC","282623300","US","7048636241","",""
"1720460561","10628 Park Rd","","Charlotte","NC","282108407","US","7046677070","",""
"1205851722","1350 S Kings Dr","","Charlotte","NC","282072134","US","7044461422","",""
"1205851722","1001 Blythe Blvd","Medical Center Plaza, Suite 200","Charlotte","NC","282035866","US","7043818840","",""
"1477578847","920 Church St N","","Concord","NC","280252927","US","7044033664","",""
"1477578847","231 S Sharon Amity Rd","","Charlotte","NC","282112803","US","7043046400","",""
"1700883279","2101 Shiloh Church Rd","Suite 101","Davidson","NC","280367601","US","7044393700","",""
"1700883279","201 Dale Earnhardt Blvd","Suite 201","Kannapolis","NC","280810308","US","7044037430","",""
"1932124211","3850 S Emerson Ave Ste C","","Indianapolis","IN","462035997","US","3174972660","","3174972517"
"1316201767","1653 Campus Park Dr","Suite A","Monroe","NC","281124005","US","7042832000","",""
"1316201767","1781 Tate Blvd SE","Suite 203","Hickory","NC","286024251","US","7043730212","",""
"1316201767","134 Medical Park Rd","Suite 111 - Adult Cardiology","Mooresville","NC","281178526","US","7048019100","",""
"1316201767","129 Woodson St","Pediatric Cardiology","Salisbury","NC","281443255","US","7043730212","",""
"1528370897","2001 Vail Ave","","Charlotte","NC","282071248","US","7043046070","",""
"1528370897","1000 Blythe Blvd","CMC Annex 1st Floor","Charlotte","NC","282035812","US","7043550720","",""
"1528370897","10628 Park Rd","","Charlotte","NC","282108407","US","7046677070","",""
"1528370897","8800 N Tryon St","","Charlotte","NC","282623300","US","7048636241","",""
"1326421751","1021 Morehead Medical Dr","Suite A","Charlotte","NC","282042990","US","9804422000","",""
"1326421751","945 N 5th St","","Albemarle","NC","280013417","US","9803237790","",""
"1326421751","4525 Cameron Valley Pkwy","Suite 3500","Charlotte","NC","282114369","US","7043028300","",""
"1326421751","1550 Faulk St","","Monroe","NC","281125086","US","9804420430","",""
"1952335432","501 Billingsley Rd","Suite B","Charlotte","NC","282111009","US","7044442400","",""
"1538193149","1350 S Kings Dr","","Charlotte","NC","282072134","US","7044461422","",""
"1538193149","1001 Blythe Blvd","Medical Center Plaza, Suite 200","Charlotte","NC","282035866","US","7043818840","",""
"1538193149","14214 Ballantyne Lake Rd","","Charlotte","NC","282773372","US","7043818840","",""
"1538193149","2550 Court Dr","","Gastonia","NC","280542152","US","7043818840","",""
"1982638995","1350 S Kings Dr","","Charlotte","NC","282072134","US","7044461255","",""
"1982638995","1001 Blythe Blvd","STE 403","Charlotte","NC","282035866","US","7043558850","",""
"1982638995","1025 Morehead Medical Dr","Ste 300","Charlotte","NC","282042963","US","7043554593","",""
"1477808301","923 N 2nd St","Suite 105","Albemarle","NC","280013317","US","7044031877","",""
"1477808301","501 Billingsley Rd","","Charlotte","NC","282111009","US","7043582700","",""
"1477808301","501 Billingsley Rd","Suite B","Charlotte","NC","282111009","US","7044442400","",""
"1336153881","14214 Ballantyne Lake Rd","Ste 200","Charlotte","NC","282773372","US","7046672681","",""
"1336153881","1090 Vinehaven Dr NE","","Concord","NC","280252438","US","7044037580","",""
"1336153881","2550 Court Dr","Ste 202","Gastonia","NC","280542152","US","7044468100","",""
"1568958122","3396 Cloverleaf Pkwy","","Kannapolis","NC","280836992","US","7044037740","",""
"1164734935","1000 Blythe Blvd","CMC Annex 1st Floor","Charlotte","NC","282035812","US","7043550720","",""
"1164734935","10628 Park Rd","","Charlotte","NC","282108407","US","7046677070","",""
"1164734935","2001 Vail Ave","","Charlotte","NC","282071248","US","7043046070","",""
"1164734935","920 Church St N","Suite 255","Concord","NC","280252927","US","7044031331","",""
"1780603019","16455 Statesville Rd","Suite 480","Huntersville","NC","280787135","US","7048963370","",""
"1780603019","7810 Providence Rd","Suite 101","Charlotte","NC","282262954","US","7044461700","",""
"1780603019","4525 Cameron Valley Pkwy","Suite 2500","Charlotte","NC","282114369","US","7044461700","",""
"1780603019","9908 Couloak Dr","Suite 201","Charlotte","NC","282168678","US","7048012075","",""
"1477551760","584 Hospital Dr NE","Suite E","Bolivia","NC","284220019","US","9107545453","",""
"1477551760","800 Jefferson St","Suite 112","Whiteville","NC","284723710","US","9106428164","",""
"1477551760","2000 Brabham Ave","","Jacksonville","NC","285460201","US","9106629500","",""
"1477551760","3009 Medical Plaza Ln","","Southport","NC","284615194","US","9106629500","",""
"1972529279","7810 Providence Rd","Suite 101","Charlotte","NC","282262954","US","7044461700","",""
"1972529279","16455 Statesville Rd","Suite 480","Huntersville","NC","280787135","US","7048963370","",""
"1972529279","4525 Cameron Valley Pkwy","Suite 2500","Charlotte","NC","282114369","US","7044461700","",""
"1972529279","9908 Couloak Dr","Suite 201","Charlotte","NC","282168678","US","7048012075","",""
"1265458418","707 W 2nd St","","Bloomington","IN","474032209","US","8123345081","","8123345091"
"1538187802","501 Billingsley Rd","Suite B","Charlotte","NC","282111009","US","7044442400","",""
"1538187802","16740 Davidson Concord Rd","Suite 200","Davidson","NC","280368746","US","7048019200","",""
"1538187802","501 Billingsley Rd","Suite A","Charlotte","NC","282111009","US","7044442400","",""
"1518985514","2001 Vail Ave","","Charlotte","NC","282071248","US","7043046070","",""
"1518985514","10628 Park Rd","","Charlotte","NC","282108407","US","7046677070","",""
"1518985514","8800 N Tryon St","","Charlotte","NC","282623300","US","7048636241","",""
"1518985514","301 Yadkin St","","Albemarle","NC","280013441","US","7049844365","",""
"1467478990","1350 S Kings Dr","","Charlotte","NC","282072134","US","7044464490","",""
"1467478990","1025 Morehead Medical Dr","Ste 300","Charlotte","NC","282042963","US","7043554593","",""
"1467478990","10502 Park Rd","STE 150","Charlotte","NC","282108479","US","7046670520","",""
"1275551202","16740 Davidson Concord Rd","Suite 200","Davidson","NC","280368746","US","7048019200","",""
"1205856507","3025 Springbank Ln","Suite 100","Charlotte","NC","282263362","US","7044462620","",""
"1205856507","10650 Park Rd","Suite 300","Charlotte","NC","282108538","US","7046673960","",""
"1215956156","501 Billingsley Rd","Suite B","Charlotte","NC","282111009","US","7044442400","",""
"1215956156","501 Billingsley Rd","Suite A","Charlotte","NC","282111009","US","7044442400","",""
"1770782625","1350 S Kings Dr","","Charlotte","NC","282072134","US","7044461255","",""
"1770782625","200 Medical Park Dr","Suite 320","Concord","NC","280252982","US","7044466810","",""
"1174787774","14214 Ballantyne Lake Rd","Ste 300","Charlotte","NC","282773372","US","7044465070","",""
"1174787774","1025 Morehead Medical Dr","Suite 275","Charlotte","NC","282042963","US","7044032662","",""
"1174787774","1001 Blythe Blvd","Medical Center Plaza, Suite 200","Charlotte","NC","282035866","US","7043818840","",""
"1174787774","1781 Tate Blvd SE","Ste 203","Hickory","NC","286024251","US","7044463350","",""
"1578851572","100 Medical Park Dr","Suite 110","Concord","NC","280252948","US","7044036826","",""
"1578851572","945 N 5th St","","Albemarle","NC","280013417","US","9803237790","",""
"1578851572","1550 Faulk St","","Monroe","NC","281125086","US","9804420430","",""
"1578851572","4525 Cameron Valley Pkwy","Suite 3500","Charlotte","NC","282114369","US","7043028300","",""
"1235159328","447 McAlister Rd","Lincoln Medical Plaza II","Lincolnton","NC","280924114","US","9802126500","",""
"1285651620","1350 S Kings Dr","","Charlotte","NC","282072134","US","7044461242","",""
"1285651620","1000 Blythe Blvd","CMC Annex 1st Floor","Charlotte","NC","282035812","US","7043550720","",""
"1588684690","1350 S Kings Dr","","Charlotte","NC","282072134","US","7044464490","",""
"1588684690","1350 S Kings Dr","","Charlotte","NC","282072134","US","7044461242","",""
"1588684690","3025 Springbank Ln","Suite 100","Charlotte","NC","282263362","US","7044462620","",""
"1588684690","1021 Morehead Medical Dr","Suite A","Charlotte","NC","282042990","US","9804422000","",""
"1700804754","706 W King St","","Kings Mountain","NC","280862708","US","9804875470","",""
"1700804754","2301 US Highway 74 W","Room 1051","Wadesboro","NC","281707554","US","7046944520","",""
"1700804754","501 Billingsley Rd","Suite B","Charlotte","NC","282111009","US","7044442400","",""
"1700804754","16740 Davidson Concord Rd","","Davidson","NC","280368746","US","7044442400","",""
"1730109703","2202 Carolina Pl","Suite 200","Kings Mountain","NC","280868807","US","9804872950","",""
"1730109703","141 Tryon Rd","Suite A","Rutherfordton","NC","281393099","US","8282869049","",""
"1558381558","2202 Carolina Pl","Suite 200","Kings Mountain","NC","280868807","US","9804872950","",""
"1528067238","100 Medical Park Dr","Suite 310","Concord","NC","280252948","US","7044032660","",""
"1225268949","16740 Davidson Concord Rd","","Davidson","NC","280368746","US","7044442400","",""
"1225268949","706 W King St","","Kings Mountain","NC","280862708","US","9804875470","",""
"1225268949","2301 US Highway 74 W","Room 1051","Wadesboro","NC","281707554","US","7046944520","",""
"1326455940","100 Medical Park Dr","Suite 110","Concord","NC","280252948","US","7044036826","",""
"1326455940","945 N 5th St","","Albemarle","NC","280013417","US","9803237790","",""
"1326455940","4525 Cameron Valley Pkwy","Suite 3500","Charlotte","NC","282114369","US","7043028300","",""
"1326455940","1550 Faulk St","","Monroe","NC","281125086","US","9804420430","",""
"1023217338","7810 Providence Rd","Suite 102","Charlotte","NC","282262954","US","7045436636","",""
"1023217338","5717 Albemarle Rd","","Charlotte","NC","282121634","US","7045632150","",""
"1023217338","10210 Couloak Dr","Suite E","Charlotte","NC","282167679","US","7048012000","",""
"1023217338","332 N Trade St","Suite 1100","Matthews","NC","281051728","US","7045126850","",""
"1174787428","1000 Blythe Blvd","CMC Annex 1st Floor","Charlotte","NC","282035812","US","7043550720","",""
"1174787428","2001 Vail Ave","","Charlotte","NC","282071248","US","7043046070","",""
"1174787428","10628 Park Rd","","Charlotte","NC","282108407","US","7046677070","",""
"1174787428","8800 N Tryon St","","Charlotte","NC","282623300","US","7048636241","",""
"1174046411","1001 Blythe Blvd","Medical Center Plaza, Suite 601","Charlotte","NC","282035866","US","7043819900","",""
"1174046411","2608 E 7th St","","Charlotte","NC","282044375","US","7044032660","",""
"1447414420","501 Billingsley Rd","","Charlotte","NC","282111009","US","7043582700","",""
"1447414420","501 Billingsley Rd","Suite A","Charlotte","NC","282111009","US","7044442400","",""
"1447414420","501 Billingsley Rd","Suite A","Charlotte","NC","282111009","US","7044442400","",""
"1447414420","501 Billingsley Rd","Cottage B","Charlotte","NC","282111009","US","7044445881","",""
"1801819594","8800 N Tryon St","","Charlotte","NC","282623300","US","7048636241","",""
"1801819594","1000 Blythe Blvd","CMC Annex 1st Floor","Charlotte","NC","282035812","US","7043550720","",""
"1801819594","2001 Vail Ave","","Charlotte","NC","282071248","US","7043046070","",""
"1801819594","10628 Park Rd","","Charlotte","NC","282108407","US","7046677070","",""
"1003269606","5717 Albemarle Rd","","Charlotte","NC","282121634","US","7045632150","",""
"1003269606","5727 Prosperity Crossing Dr","Suite 1100","Charlotte","NC","282692206","US","7048639930","",""
"1003269606","7810 Providence Rd","Suite 102","Charlotte","NC","282262954","US","7045436636","",""
"1003269606","10210 Couloak Dr","Suite E","Charlotte","NC","282167679","US","7048012000","",""
"1487678439","1350 S Kings Dr","","Charlotte","NC","282072134","US","7044461255","",""
"1245253640","4525 Cameron Valley Pkwy","Suite 3500","Charlotte","NC","282114369","US","7043028300","",""
"1245253640","945 N 5th St","","Albemarle","NC","280013417","US","9803237790","",""
"1245253640","100 Medical Park Dr","Suite 110","Concord","NC","280252948","US","7044036826","",""
"1245253640","447 McAlister Rd","Suite 1600","Lincolnton","NC","280924114","US","9802125100","",""
"1497779003","6235 Blakeney Park Dr","Suite 100","Charlotte","NC","282775658","US","7045125060","",""
"1497779003","332 N Trade St","Suite 1500","Matthews","NC","281051728","US","7045126820","",""
"1497779003","13640 Steelecroft Pkwy","Suite 210","Charlotte","NC","282787565","US","7045126100","",""
"1215192570","269 S Main St","","Norwood","NC","281286435","US","9803235470","",""
"1538359492","1000 Blythe Blvd","CMC Annex 1st Floor","Charlotte","NC","282035812","US","7043550720","",""
"1538359492","10628 Park Rd","","Charlotte","NC","282108407","US","7046677070","",""
"1538359492","8800 N Tryon St","","Charlotte","NC","282623300","US","7048636241","",""
"1538359492","920 Church St N","Suite 255","Concord","NC","280252927","US","7044031331","",""
"1205182359","5727 Prosperity Crossing Dr","Suite 1100","Charlotte","NC","282692206","US","7048639930","",""
"1205182359","5717 Albemarle Rd","","Charlotte","NC","282121634","US","7045632150","",""
"1205182359","10210 Couloak Dr","Suite E","Charlotte","NC","282167679","US","7048012000","",""
"1205182359","332 N Trade St","Suite 1100","Matthews","NC","281051728","US","7045126850","",""
"1235144924","1525 W W T Harris Blvd","","Charlotte","NC","282628522","US","7045906770","",""
"1487131918","101 E W T Harris Blvd","Suite 1213","Charlotte","NC","282623485","US","7048631950","",""
"1487131918","1001 Blythe Blvd","Suite 300 - Cardiac Surgery:","Charlotte","NC","282035866","US","7043730212","",""
"1487131918","1350 S Kings Dr","","Charlotte","NC","282072134","US","7044461255","",""
"1487131918","1001 Blythe Blvd","Suite 300 - Thoracic Surgery:","Charlotte","NC","282035866","US","7043730212","",""
"1265447742","1350 S Kings Dr","","Charlotte","NC","282072134","US","7044461544","",""
"1265447742","810 Fairgrove Church Rd","","Hickory","NC","286029617","US","8283263000","",""
"1265447742","200 Medical Park Dr","Suite 250","Concord","NC","280252982","US","7044034189","",""
"1265447742","13640 Steelecroft Pkwy","Suite 240","Charlotte","NC","282787565","US","7043553149","",""
"1962417451","4525 Cameron Valley Pkwy","Suite 3500","Charlotte","NC","282114369","US","7043028300","",""
"1962417451","447 McAlister Rd","Suite 1600","Lincolnton","NC","280924114","US","9802125100","",""
"1962417451","1550 Faulk St","","Monroe","NC","281125086","US","9804420430","",""
